股票代码,所属概念数量,所属概念,code,market_code
688327.SH,40,华为昇腾;ChatGPT概念;华为欧拉;多模态AI;云计算;智慧政务;AIGC概念;信创;AI智能体;算力租赁;虚拟数字人;网络安全;数据确权;鸿蒙概念;区块链;元宇宙;东数西算(算力);人脸识别;DeepSeek概念;人工智能;车联网(车路协同);跨境支付(CIPS);互联网金融;智慧城市;华为概念;智能医疗;AI PC;机器视觉;无人机;无人驾驶;芯片概念;无人零售;机器人概念;人形机器人;专精特新;养老概念;AI应用;智能电网;沪股通;融资融券,688327,17
002881.SZ,34,AI智能体;鸿蒙概念;卫星导航;人工智能;东数西算(算力);DeepSeek概念;车联网(车路协同);移动支付;物联网;商业航天;华为概念;无人机;毫米波雷达;机器人概念;华为海思概念股;工业互联网;机器视觉;5G;AI眼镜;无人驾驶;人形机器人;智能座舱;电力物联网;MCU芯片;创投;消费电子概念;专精特新;芯片概念;华为汽车;比亚迪概念;新能源汽车;回购增持再贷款概念;深股通;融资融券,002881,33
301317.SZ,11,数据中心;2025年报预增;专精特新;新能源汽车;空气能热泵;污水处理;人工智能;共同富裕示范区;中俄贸易概念;深股通;融资融券,301317,33
002063.SZ,45,华为鲲鹏;华为昇腾;数据要素;区块链;阿里巴巴概念;信创;云计算;DeepSeek概念;ERP概念;AI智能体;腾讯概念;财税数字化;百度概念;国资云;鸿蒙概念;数字经济;人工智能;互联网金融;多模态AI;智谱AI;数字货币;华为概念;AIGC概念;虚拟数字人;虚拟电厂;碳交易;元宇宙;安防;智能电网;横琴新区;创投;机器人概念;粤港澳大湾区;充电桩;军工;碳中和;军工信息化;储能;军民融合;光伏概念;国企改革;央企国企改革;AI应用;深股通;融资融券,002063,33
600673.SH,19,液冷服务器;东数西算(算力);算力租赁;数据中心;AI应用;华为概念;芯片概念;超级电容;人形机器人;储能;PVDF概念;2025三季报预增;锂电池概念;回购增持再贷款概念;氟化工概念;消毒剂;煤炭概念;沪股通;融资融券,600673,17
600546.SH,6,煤炭概念;航运概念;超超临界发电;国企改革;沪股通;融资融券,600546,17
601118.SH,9,海南自贸区;农业种植;可降解塑料;乡村振兴;国企改革;碳中和;军工;融资融券;沪股通,601118,17
001203.SZ,16,固态电池;锂电池概念;小金属概念;金属回收;金属铅;金属锌;储能;回购增持再贷款概念;职业教育;创投;绿色电力;西部大开发;参股银行;乡村振兴;旅游概念;深股通,001203,33
300376.SZ,37,电力物联网;东数西算(算力);智能电网;数据中心;柔性直流输电;抽水蓄能;换电概念;5G;ETC;虚拟电厂;智慧城市;人工智能;华为概念;充电桩;商业航天;数字乡村;股权转让(并购重组);军民融合;军工;高压快充;空气能热泵;液冷服务器;风电;储能;粤港澳大湾区;新能源汽车;芯片概念;比亚迪概念;特斯拉概念;第三代半导体;绿色电力;光伏建筑一体化;锂电池概念;钠离子电池;新疆振兴;深股通;摘帽,300376,33
920090.BJ,10,虚拟现实;数据中心;融资融券;数字经济;职业教育;DeepSeek概念;元宇宙;互联网金融;MR(混合现实);京津冀一体化,920090,151
301516.SZ,19,换电概念;充电桩;高压快充;储能;粤港澳大湾区;新型工业化;光伏概念;新能源汽车;两轮车;燃料电池;比亚迪概念;低空经济;氢能源;核电;5G;国企改革;深股通;中字头股票;融资融券,301516,33
300773.SZ,25,数字货币;移动支付;跨境支付(CIPS);蚂蚁集团概念;互联网金融;数据确权;AI智能体;区块链;云计算;数据要素;数字经济;鸿蒙概念;腾讯概念;DeepSeek概念;人工智能;跨境电商;华为概念;智能物流;AI应用;参股保险;小米概念;智能穿戴;2025年报预增;深股通;融资融券,300773,33
300982.SZ,9,光伏概念;智能电网;电力物联网;虚拟电厂;充电桩;数据中心;储能;工业互联网;融资融券,300982,33
600186.SH,12,算力租赁;AI智能体;DeepSeek概念;智能医疗;东数西算(算力);土壤修复;2025三季报预增;回购增持再贷款概念;超级品牌;粮食概念;融资融券;沪股通,600186,17
300921.SZ,26,算力租赁;云办公;抖音概念(字节概念);云计算;腾讯概念;智慧政务;数据安全;阿里巴巴概念;信创;百度概念;网络安全;AI智能体;区块链;智能医疗;东数西算(算力);DeepSeek概念;数字经济;互联网金融;人工智能;智慧城市;华为概念;数据中心;工业互联网;粤港澳大湾区;一带一路;融资融券,300921,33
301216.SZ,10,PEEK材料;3D打印;光伏概念;减速器;人形机器人;机器人概念;回购增持再贷款概念;一带一路;深股通;融资融券,301216,33
002471.SZ,25,商业航天;大飞机;航空发动机;军民融合;军工;低空经济;无人机;核电;海工装备;柔性直流输电;高端装备;数字经济;智能电网;光伏概念;水利;机器人概念;东数西算(算力);风电;充电桩;数据中心;创投;一带一路;石墨烯;深股通;融资融券,002471,33
000993.SZ,14,绿色电力;碳交易;风电;智能电网;碳中和;污水处理;国企改革;海峡两岸;参股银行;航运概念;创投;互联网金融;深股通;融资融券,000993,33
001400.SZ,10,商业航天;3D打印;液冷服务器;风电;汽车热管理;专精特新;新能源汽车;注册制次新股;新股与次新股;融资融券,001400,33
300093.SZ,8,钙钛矿电池;HJT电池;算力租赁;光伏概念;建筑节能;光伏建筑一体化;西部大开发;ST板块,300093,33
002929.SZ,45,算力租赁;云办公;华为昇腾;东数西算(算力);阿里巴巴概念;数据安全;多模态AI;AI智能体;百度概念;虚拟数字人;信创;数据中心;元宇宙;数据要素;空间计算;MR(混合现实);数字乡村;DeepSeek概念;华为数字能源;数字孪生;华为概念;人工智能;虚拟现实;智慧城市;5G;电力物联网;智慧灯杆;工业互联网;虚拟电厂;充电桩;低空经济;智能电网;机器人概念;跨境电商;储能;无人机;军工;光伏概念;乡村振兴;AI应用;一带一路;西部大开发;雄安新区;融资融券;深股通,002929,33
300688.SZ,28,智谱AI;ChatGPT概念;财税数字化;Web3.0;AIGC概念;云计算;虚拟数字人;智慧政务;AI智能体;阿里巴巴概念;在线教育;抖音概念(字节概念);算力租赁;数据要素;区块链;知识产权保护;元宇宙;DeepSeek概念;职业教育;数字经济;人工智能;东数西算(算力);独角兽概念;华为概念;创投;AI应用;股权转让(并购重组);深股通,300688,33
300816.SZ,8,云计算;智能医疗;DeepSeek概念;算力租赁;专精特新;氢能源;2025年报预增;燃料电池,300816,33
300720.SZ,3,机器人概念;物联网;股权转让(并购重组),300720,33
301239.SZ,6,民营医院;眼科医疗;智能医疗;西部大开发;深股通;融资融券,301239,33
688176.SH,3,创新药;沪股通;融资融券,688176,17
688063.SH,13,钠离子电池;固态电池;锂电池概念;储能;绿色电力;两轮车;专精特新;数据中心;2025年报预增;人民币贬值受益;低空经济;沪股通;融资融券,688063,17
601096.SH,11,特高压;智能电网;风电;核电;光伏概念;央企国企改革;2025年报预增;国企改革;股权转让(并购重组);沪股通;融资融券,601096,17
300683.SZ,7,细胞免疫治疗;CRO概念;重组蛋白;创新药;仿制药一致性评价;眼科医疗;股权转让(并购重组),300683,33
600188.SH,9,煤炭概念;煤化工概念;沪股通;融资融券;小金属概念;同花顺漂亮100;国企改革;参股银行;风电,600188,17
603701.SH,8,农机;长安汽车概念;新能源汽车;储能;汽车电子;乡村振兴;国企改革;智能座舱,603701,17
002140.SZ,19,煤化工概念;钛白粉概念;氢能源;光热发电;固废处理;POE胶膜;医疗废物处理;石墨烯;可降解塑料;一带一路;国企改革;土壤修复;盐湖提锂;污水处理;PPP概念;锂电池概念;融资融券;股权转让(并购重组);深股通,002140,33
000920.SZ,10,污水处理;芯片概念;净水概念;参股银行;国企改革;央企国企改革;西部大开发;参股券商;盐湖提锂;深股通,000920,33
603070.SH,7,智能电网;储能;共同富裕示范区;数据中心;数字经济;沪股通;融资融券,603070,17
300608.SZ,47,智慧政务;虚拟数字人;云办公;华为欧拉;华为鲲鹏;Web3.0;云计算;在线教育;财税数字化;数据确权;AIGC概念;AI智能体;信创;数据要素;数据安全;区块链;算力租赁;多模态AI;电子身份证;鸿蒙概念;职业教育;互联网金融;数字经济;DeepSeek概念;人脸识别;人工智能;智慧城市;智能医疗;语音技术;数字孪生;东数西算(算力);车联网(车路协同);华为概念;物联网;工业互联网;C2M概念;数据中心;低空经济;乡村振兴;卫星导航;雄安新区;机器人概念;5G;6G概念;AI应用;消费电子概念;股权转让(并购重组),300608,33
600525.SH,20,特高压;光伏概念;智能电网;虚拟电厂;ST板块;储能;充电桩;PCB概念;锂电池概念;芯片概念;宁德时代概念;富士康概念;消费电子概念;新能源汽车;医疗器械概念;比亚迪概念;粤港澳大湾区;MR(混合现实);华为概念;新型工业化,600525,22
600753.SH,4,ST板块;煤化工概念;换电概念;充电桩,600753,22
601857.SH,13,俄乌冲突概念;页岩气;天然气;中字头股票;同花顺中特估100;沪股通;融资融券;证金持股;央企国企改革;参股保险;碳交易;国企改革;一带一路,601857,17
688561.SH,24,华为欧拉;华为鲲鹏;数据安全;云计算;信创;鸿蒙概念;网络安全;AI智能体;AIGC概念;国资云;区块链;跨境支付(CIPS);数字货币;DeepSeek概念;车联网(车路协同);人工智能;星闪概念;量子科技;数字经济;物联网;AI应用;军工;沪股通;融资融券,688561,17
600406.SH,26,柔性直流输电;特高压;抽水蓄能;智能电网;虚拟电厂;电力物联网;核电;充电桩;换电概念;雅下水电概念;储能;光伏概念;央企国企改革;氢能源;水利;一带一路;数据中心;PPP概念;国企改革;芯片概念;沪股通;融资融券;量子科技;证金持股;同花顺漂亮100;车联网(车路协同),600406,17
301159.SZ,25,AI智能体;数据确权;数据要素;智慧政务;AI应用;数据安全;信创;鸿蒙概念;区块链;DeepSeek概念;智能医疗;军工信息化;数字经济;人工智能;华为概念;商业航天;食品安全;工业互联网;军工;小米概念;合成生物;芯片概念;人形机器人;比亚迪概念;融资融券,301159,33
601898.SH,11,中字头股票;煤炭概念;煤化工概念;同花顺中特估100;化肥;证金持股;央企国企改革;沪股通;融资融券;国企改革;乡村振兴,601898,17
002528.SZ,25,ST板块;深圳国企改革;智慧灯杆;人民币贬值受益;国企改革;智能家居;智慧城市;数字孪生;物联网;智能医疗;数字经济;安防;机器视觉;人工智能;华为概念;5G;军民融合;人脸识别;区块链;数据要素;东数西算(算力);国资云;信创;智慧政务;华为鲲鹏,002528,33
600289.SH,10,黑龙江自贸区;ST板块;智能物流;工业互联网;智慧城市;车联网(车路协同);东数西算(算力);人工智能;网络安全;数据安全,600289,22
600590.SH,29,太赫兹;6G概念;光伏概念;智能电网;国产航母;数据中心;电力物联网;卫星导航;军工;碳纤维;无人机;军民融合;储能;华为概念;低空经济;军工信息化;机器人概念;燃料电池;虚拟现实;氢能源;腾讯概念;创投;AI智能体;区块链;一带一路;智能医疗;IP经济(谷子经济);沪股通;融资融券,600590,17
000504.SZ,9,ST板块;污水处理;国企改革;细胞免疫治疗;CRO概念;动力电池回收;锂电池概念;智慧灯杆;股权转让(并购重组),000504,33
688161.SH,4,医疗器械概念;3D打印;沪股通;融资融券,688161,17
920670.BJ,11,AI应用;数字孪生;AIGC概念;融资融券;专精特新;人工智能;3D打印;智能医疗;虚拟现实;AI智能体;数字经济,920670,151
600452.SH,6,央企国企改革;水泥概念;西部大开发;国企改革;沪股通;融资融券,600452,17
300067.SZ,25,染料;百度概念;AIGC概念;算力租赁;多模态AI;东数西算(算力);区块链;Sora概念(文生视频);独角兽概念;人工智能;DeepSeek概念;柔性屏(折叠屏);芯片概念;军工;英伟达概念;IP经济(谷子经济);C2M概念;海工装备;长三角一体化;污水处理;PPP概念;宠物经济;AI应用;深股通;融资融券,300067,33
600617.SH,5,天然气;地下管网;国企改革;沪股通;融资融券,600617,17
301392.SZ,13,芯片概念;第三代半导体;富士康概念;专精特新;比亚迪概念;苹果概念;PET铜箔;锂电池概念;光伏概念;TOPCON电池;钙钛矿电池;深股通;融资融券,301392,33
002047.SZ,14,ST板块;光伏建筑一体化;风电;横琴新区;装配式建筑;股权转让(并购重组);一带一路;粤港澳大湾区;国企改革;智能穿戴;AI眼镜;智慧城市;虚拟现实;元宇宙,002047,33
301295.SZ,8,小米概念;汽车电子;专精特新;智能家居;新能源汽车;光伏概念;智能电网;融资融券,301295,33
002667.SZ,8,金属锌;金属铅;小金属概念;磷化工;锂电池概念;储能;垃圾分类;融资融券,002667,33
688080.SH,14,AI智能体;5G;人工智能;DeepSeek概念;车联网(车路协同);物联网;机器视觉;工业互联网;电力物联网;专精特新;机器人概念;智能电网;跨境电商;融资融券,688080,17
600568.SH,8,ST板块;民营医院;PPP概念;眼科医疗;医疗器械概念;粤港澳大湾区;医药电商;细胞免疫治疗,600568,22
600628.SH,9,物业管理;网红经济;冰雪产业;IP经济(谷子经济);医药电商;国企改革;证金持股;医疗器械概念;沪股通,600628,17
000488.SZ,8,ST板块;污水处理;参股银行;碳交易;碳中和;国企改革;期货概念;区块链,000488,33
920924.BJ,22,AI应用;高铁;融资融券;养老概念;信创;网络安全;抖音概念(字节概念);安防;车联网(车路协同);华为概念;算力租赁;物业管理;数字经济;阿里巴巴概念;数据中心;区块链;智慧灯杆;人工智能;智慧城市;5G;专精特新;东数西算(算力),920924,151
002637.SZ,6,消毒剂;污水处理;回购增持再贷款概念;一带一路;食品安全;深股通,002637,33
002451.SZ,16,智能电网;风电;充电桩;光伏概念;海工装备;储能;化债概念(AMC概念);高铁;高端装备;上海自贸区;创投;物业管理;机器人概念;智慧城市;5G;融资融券,002451,33
301668.SZ,7,智能电网;风电;注册制次新股;专精特新;深股通;新股与次新股;融资融券,301668,33
300692.SZ,8,新型城镇化;污水处理;燃料电池;PPP概念;合成生物;固废处理;绿色电力;股权转让(并购重组),300692,33
300137.SZ,12,核污染防治;PM2.5;机器人概念;水利;污水处理;碳交易;碳中和;京津冀一体化;区块链;雄安新区;乡村振兴;摘帽,300137,33
601778.SH,14,光伏建筑一体化;光伏概念;虚拟电厂;碳交易;氢能源;储能;碳中和;风电;绿色电力;数据中心;阿里巴巴概念;腾讯概念;沪股通;融资融券,601778,17
