股票代码,所属概念数量,code,所属概念,market_code
002788.SZ,8,002788,医药电商;养老概念;冷链物流;智能医疗;福建自贸区;医疗器械概念;海峡两岸;人工智能,33
600756.SH,19,600756,DRG/DIP;财税数字化;智慧政务;云计算;AIGC概念;信创;在线教育;AI智能体;国资云;数字孪生;同花顺新质50;DeepSeek概念;人工智能;养老概念;工业互联网;国企改革;回购增持再贷款概念;沪股通;融资融券,17
002573.SZ,19,002573,固废处理;PPP概念;污水处理;土壤修复;国企改革;雄安新区;碳中和;天然气;水利;煤化工概念;京津冀一体化;金属回收;创投;PM2.5;金属铜;数字孪生;机器人概念;深股通;融资融券,33
002687.SZ,1,002687,创投,33
002745.SZ,14,002745,MicroLED概念;MiniLED;小米概念;机器人概念;智能家居;PCB概念;光伏概念;粤港澳大湾区;储能;人工智能;人民币贬值受益;DeepSeek概念;深股通;融资融券,33
002833.SZ,9,002833,粤港澳大湾区;专精特新;新能源汽车;减速器;新型工业化;机器人概念;高端装备;DeepSeek概念;深股通,33
688593.SH,8,688593,电子纸;MicroLED概念;OLED;AI眼镜;芯片概念;智能穿戴;沪股通;融资融券,17
920275.BJ,3,920275,融资融券;宠物经济;合成生物,151
002806.SZ,11,002806,汽车热管理;新能源汽车;高压快充;无人驾驶;燃料电池;车联网(车路协同);储能;固态电池;百度概念;新疆振兴;股权转让(并购重组),33
600540.SH,11,600540,粮食概念;土地流转;农业种植;新疆振兴;乡村振兴;西部大开发;建筑节能;国企改革;统一大市场;冷链物流;风电,17
000911.SZ,5,000911,土地流转;冷链物流;国企改革;西部大开发;智能物流,33
600782.SH,6,600782,央企国企改革;国企改革;无人机;新能源汽车;沪股通;融资融券,17
603908.SH,6,603908,露营经济;跨境电商;体育产业;共同富裕示范区;一带一路;融资融券,17
300800.SZ,16,300800,污水处理;水利;专精特新;PM2.5;雄安新区;工业互联网;乡村振兴;一带一路;数字孪生;华为概念;人工智能;碳中和;数字乡村;国产操作系统;AI智能体;AI应用,33
601636.SH,6,601636,硅能源;光伏概念;建筑节能;芯片概念;沪股通;融资融券,17
000039.SZ,29,000039,核电;风电;海工装备;氢能源;储能;数据中心;商业航天;一带一路;工业互联网;雄安新区;机器人概念;同花顺出海50;机器视觉;无人驾驶;粤港澳大湾区;物联网;智能物流;冷链物流;可燃冰;航运概念;人工智能;统一大市场;天然气;DeepSeek概念;参股券商;智谱AI;AI应用;深股通;融资融券,33
300500.SZ,25,300500,新型城镇化;建筑节能;装配式建筑;房屋检测;雄安新区;乡村振兴;智慧城市;医疗废物处理;光伏建筑一体化;数字孪生;碳中和;车联网(车路协同);DeepSeek概念;人工智能;风电;华为概念;虚拟数字人;华为昇腾;储能;绿色电力;虚拟现实;数据中心;东数西算(算力);AIGC概念;光伏概念,33
000898.SZ,14,000898,特钢概念;煤化工概念;金属回收;央企国企改革;国企改革;证金持股;回购增持再贷款概念;海工装备;数据要素;比亚迪概念;深股通;融资融券;数据中心;氢能源,33
000709.SZ,13,000709,特钢概念;钒电池;国企改革;回购增持再贷款概念;雄安新区;钠离子电池;核电;可控核聚变;京津冀一体化;储能;比亚迪概念;深股通;融资融券,33
603180.SH,14,603180,家用电器;创投;海峡两岸;智能家居;一带一路;福建自贸区;回购增持再贷款概念;工业互联网;人工智能;虚拟数字人;AI智能体;智能音箱;AIGC概念;多模态AI,17
600202.SH,8,600202,中俄贸易概念;黑龙江自贸区;一带一路;创投;国企改革;回购增持再贷款概念;核电;超超临界发电,17
000407.SZ,7,000407,页岩气;天然气;俄乌冲突概念;地下管网;股权转让(并购重组);合成生物;新型城镇化,33
000822.SZ,7,000822,钒电池;国企改革;氢能源;污水处理;固态电池;深股通;融资融券,33
920090.BJ,10,920090,DeepSeek概念;数据中心;元宇宙;虚拟现实;互联网金融;融资融券;职业教育;MR(混合现实);数字经济;京津冀一体化,151
688701.SH,4,688701,土壤修复;固废处理;污水处理;融资融券,17
600101.SH,12,600101,绿色电力;智能电网;钒电池;充电桩;国企改革;西部大开发;央企国企改革;小金属概念;数据中心;储能;沪股通;融资融券,17
000820.SZ,3,000820,ST板块;固废处理;储能,33
600028.SH,16,600028,页岩气;可燃冰;天然气;煤化工概念;同花顺中特估100;高股息精选;中字头股票;证金持股;沪股通;融资融券;央企国企改革;氢能源;国企改革;一带一路;回购增持再贷款概念;充电桩,17
002273.SZ,23,002273,同花顺果指数;苹果概念;华为手机;AI眼镜;消费电子概念;汽车电子;智能穿戴;智能座舱;AI手机;比亚迪概念;小米概念;华为汽车;人形机器人;长安汽车概念;机器人概念;虚拟现实;华为概念;安防;储能;人民币贬值受益;元宇宙;深股通;融资融券,33
300807.SZ,26,300807,EDR概念;卫星导航;智能座舱;智能穿戴;人脸识别;物联网;车联网(车路协同);华为概念;无人驾驶;人工智能;东数西算(算力);比亚迪概念;AI智能体;数据要素;百度概念;数据中心;新能源汽车;智能物流;移动支付;ERP概念;网约车;充电桩;高压快充;冷链物流;乡村振兴;雄安新区,33
300205.SZ,17,300205,ST板块;ETC;数字货币;量子科技;财税数字化;网络安全;互联网金融;数据安全;区块链;华为概念;跨境支付(CIPS);移动支付;华为鲲鹏;5G;人工智能;物联网;专精特新,33
603400.SH,12,603400,汽车电子;消费电子概念;新能源汽车;人民币贬值受益;充电桩;机器人概念;储能;智能家居;注册制次新股;锂电池概念;新股与次新股;融资融券,17
688279.SH,5,688279,芯片概念;新能源汽车;机器人概念;沪股通;融资融券,17
300531.SZ,35,300531,电子身份证;数字货币;数据确权;移动支付;智慧政务;信创;跨境支付(CIPS);区块链;人脸识别;数据安全;鸿蒙概念;数据要素;华为概念;数字经济;物联网;食品安全;DeepSeek概念;智能音箱;人工智能;粤港澳大湾区;拼多多概念;智能医疗;华为海思概念股;工业互联网;机器视觉;消费电子概念;专精特新;智能电网;智能物流;机器人概念;芯片概念;军工;中俄贸易概念;2026一季报预增;深股通,33
603356.SH,4,603356,海工装备;光伏概念;风电;股权转让(并购重组),17
603022.SH,2,603022,光伏建筑一体化;绿色电力,17
600316.SH,11,600316,大飞机;军民融合;央企国企改革;军工;国企改革;乡村振兴;高端装备;无人机;低空经济;融资融券;沪股通,17
601330.SH,7,601330,生物质能发电;绿色电力;医疗废物处理;固废处理;垃圾分类;国企改革;沪股通,17
603096.SH,4,603096,IP经济(谷子经济);文化传媒概念;知识产权保护;华为概念,17
600403.SH,4,600403,煤炭概念;国企改革;沪股通;融资融券,17
002696.SZ,10,002696,污水处理;中俄贸易概念;土壤修复;垃圾分类;乡村振兴;预制菜;一带一路;西部大开发;回购增持再贷款概念;国企改革,33
002820.SZ,5,002820,预制菜;天津自贸区;京津冀一体化;国企改革;超级品牌,33
300745.SZ,14,300745,无线充电;小米汽车;汽车电子;新能源汽车;比亚迪概念;高压快充;华为汽车;充电桩;长安汽车概念;机器人概念;燃料电池;储能;氢能源;融资融券,33
300835.SZ,7,300835,消费电子概念;稀土永磁;数据中心;专精特新;新能源汽车;光伏概念;深股通,33
600707.SH,6,600707,OLED;人民币贬值受益;西部大开发;国企改革;融资融券;沪股通,17
600099.SH,7,600099,乡村振兴;农机;专精特新;两轮车;国企改革;无人驾驶;央企国企改革,17
301552.SZ,13,301552,血氧仪;医疗器械概念;新能源汽车;比亚迪概念;专精特新;小米汽车;小米概念;特斯拉概念;华为概念;低空经济;军工;军民融合;融资融券,33
603668.SH,9,603668,养鸡;预制菜;福建自贸区;海峡两岸;C2M概念;回购增持再贷款概念;乡村振兴;沪股通;融资融券,17
301131.SZ,20,301131,家用电器;长安汽车概念;专精特新;粤港澳大湾区;华为汽车;新能源汽车;机器人概念;PEEK材料;小米概念;碳纤维;可降解塑料;充电桩;无人机;光伏概念;绿色电力;POE胶膜;HJT电池;钙钛矿电池;TOPCON电池;融资融券,33
688395.SH,6,688395,专精特新;新型工业化;机器人概念;新能源汽车;储能;融资融券,17
002353.SZ,17,002353,同花顺出海50;核电;数据中心;页岩气;海工装备;高端装备;天然气;一带一路;储能;中俄贸易概念;回购增持再贷款概念;动力电池回收;污水处理;锂电池概念;深股通;融资融券;土壤修复,33
603333.SH,18,603333,海工装备;水利;特高压;高铁;风电;核电;一带一路;充电桩;西部大开发;军工;储能;光伏概念;专精特新;锂电池概念;新能源汽车;氟化工概念;沪股通;股权转让(并购重组),17
603933.SH,18,603933,人形机器人;汽车电子;新型工业化;消费电子概念;新能源汽车;工业母机;智能家居;MCU芯片;海峡两岸;机器人概念;无人机;芯片概念;物联网;存储芯片;工业互联网;福建自贸区;数字经济;储能,17
002952.SZ,13,002952,电子纸;柔性屏(折叠屏);汽车电子;虚拟现实;智能穿戴;消费电子概念;智能家居;家用电器;数字货币;充电桩;新能源汽车;数字经济;人民币贬值受益,33
000605.SZ,8,000605,污水处理;PPP概念;固废处理;雄安新区;养老概念;国企改革;京津冀一体化;创投,33
920028.BJ,6,920028,比亚迪概念;宁德时代概念;华为概念;5G;新股与次新股;融资融券,151
603696.SH,3,603696,海峡两岸;互联网金融;融资融券,17
603124.SH,6,603124,PCB概念;PET铜箔;液冷服务器;工业母机;专精特新;融资融券,17
600644.SH,13,600644,天然气;绿色电力;虚拟电厂;污水处理;地下管网;参股银行;充电桩;西部大开发;储能;乡村振兴;光伏概念;沪股通;融资融券,17
600415.SH,27,600415,AI应用;跨境支付(CIPS);网红经济;虚拟数字人;数据要素;移动支付;IP经济(谷子经济);跨境电商;数字货币;DeepSeek概念;阿里巴巴概念;数字经济;人工智能;超级品牌;共同富裕示范区;参股券商;统一大市场;中俄贸易概念;国企改革;数据中心;一带一路;回购增持再贷款概念;同花顺出海50;绿色电力;沪股通;融资融券;同花顺中特估100,17
605319.SH,4,605319,新能源汽车;特斯拉概念;小米汽车;沪股通,17
000631.SZ,8,000631,物业管理;绿色电力;风电;储能;回购增持再贷款概念;证金持股;深股通;融资融券,33
000868.SZ,6,000868,国企改革;燃料电池;新能源汽车;无人驾驶;融资融券;深股通,33
300828.SZ,16,300828,数据中心;5G;光伏概念;汽车热管理;新能源汽车;液冷服务器;机器人概念;医疗器械概念;比亚迪概念;充电桩;储能;一带一路;风电;京津冀一体化;国企改革;股权转让(并购重组),33
603926.SH,5,603926,农机;长安汽车概念;燃料电池;新能源汽车;机器人概念,17
605058.SH,14,605058,PCB概念;汽车电子;5G;共封装光学(CPO);毫米波雷达;数据中心;新能源汽车;智能家居;东数西算(算力);工业互联网;智能物流;储能;商业航天;一带一路,17
920159.BJ,7,920159,生态农业;AI应用;合成生物;化肥;数字乡村;新股与次新股;融资融券,151
300019.SZ,25,300019,有机硅概念;硅能源;锂电池概念;固态电池;宁德时代概念;光伏概念;比亚迪概念;芯片概念;新能源汽车;装配式建筑;小米概念;高铁;水利;西部大开发;5G;雄安新区;军工;核电;无人机;长安汽车概念;可控核聚变;特高压;商业航天;深股通;融资融券,33
603508.SH,10,603508,高铁;无人驾驶;车联网(车路协同);安防;高股息精选;机器视觉;无人机;5G;沪股通;融资融券,17
600507.SH,10,600507,特钢概念;回购增持再贷款概念;化债概念(AMC概念);2025年报预增;工业互联网;宁德时代概念;新能源汽车;华为概念;融资融券;沪股通,17
920030.BJ,11,920030,ERP概念;动力电池回收;充电桩;金属铜;文化传媒概念;金属回收;新能源汽车;特斯拉概念;华为汽车;融资融券;汽车拆解概念,151
605333.SH,6,605333,人形机器人;华为汽车;新能源汽车;特斯拉概念;无人机;沪股通,17
000415.SZ,9,000415,雄安新区;人民币贬值受益;西部大开发;参股保险;新疆振兴;低空经济;飞行汽车(eVTOL);深股通;融资融券,33
300470.SZ,17,300470,军工;海工装备;核电;商业航天;专精特新;水利;机器人概念;新能源汽车;氢能源;储能;西部大开发;国企改革;绿色电力;氟化工概念;天然气;煤化工概念;深股通,33
688199.SH,12,688199,光刻胶;光刻机;PCB概念;芯片概念;3D打印;固态电池;专精特新;锂电池概念;钠离子电池;储能;京津冀一体化;融资融券,17
600569.SH,6,600569,特钢概念;国企改革;回购增持再贷款概念;股权转让(并购重组);沪股通;融资融券,17
603665.SH,4,603665,人民币贬值受益;锂电池概念;一带一路;医疗器械概念,17
301489.SZ,21,301489,富士康概念;液冷服务器;AI PC;AI手机;消费电子概念;AI眼镜;无线充电;小米概念;汽车热管理;比亚迪概念;专精特新;小米汽车;新能源汽车;华为概念;机器人概念;储能;石墨烯;智能家居;一带一路;深股通;融资融券,33
603990.SH,20,603990,养老概念;民营医院;DRG/DIP;智能医疗;三胎概念;辅助生殖;AI应用;人工智能;DeepSeek概念;物联网;华为鲲鹏;国企改革;华为概念;机器人概念;低空经济;人形机器人;WiFi 6;无人机;股权转让(并购重组);融资融券,17
603879.SH,6,603879,农机;海峡两岸;机器人概念;低空经济;无人机;摘帽,17
000980.SZ,6,000980,百度概念;中俄贸易概念;一带一路;新能源汽车;深股通;融资融券,33
002440.SZ,6,002440,染料;氟化工概念;消毒剂;2025年报预增;深股通;融资融券,33
301234.SZ,4,301234,医疗器械概念;专精特新;人民币贬值受益;融资融券,33
300821.SZ,6,300821,有机硅概念;硅能源;2026一季报预增;燃料电池;融资融券;深股通,33
600408.SH,4,600408,煤炭概念;煤化工概念;氢能源;碳中和,17
002783.SZ,13,002783,化肥;生态农业;民爆概念;煤化工概念;氢能源;燃料电池;国企改革;光伏概念;新能源汽车;军工;军民融合;股权转让(并购重组);融资融券,33
000059.SZ,7,000059,煤化工概念;化肥;石墨电极;国企改革;央企国企改革;深股通;融资融券,33
688231.SH,6,688231,航空发动机;3D打印;军工;军民融合;高铁;融资融券,17
601112.SH,8,601112,注册制次新股;风电;碳纤维;光伏概念;比亚迪概念;新能源汽车;新股与次新股;融资融券,17
603028.SH,13,603028,AI应用;专精特新;创投;光伏建筑一体化;光伏概念;机器人概念;海工装备;风电;人形机器人;特钢概念;国企改革;细胞免疫治疗;TOPCON电池,17
600486.SH,8,600486,草甘膦;乡村振兴;国企改革;央企国企改革;人民币贬值受益;同花顺出海50;沪股通;融资融券,17
688234.SH,9,688234,第三代半导体;芯片概念;AI眼镜;新能源汽车;专精特新;华为概念;智能电网;沪股通;融资融券,17
920058.BJ,5,920058,中俄贸易概念;融资融券;两轮车;人民币贬值受益;体育产业,151
002753.SZ,3,002753,煤化工概念;石墨电极;锂电池概念,33
603192.SH,3,603192,新能源汽车;汽车热管理;专精特新,17
600530.SH,4,600530,宠物经济;幽门螺杆菌概念;养老概念;沪股通,17
603808.SH,6,603808,C2M概念;网红经济;粤港澳大湾区;NFT概念;人工智能;虚拟数字人,17
603221.SH,1,603221,人民币贬值受益,17
301037.SZ,2,301037,丙烯酸;融资融券,33
605589.SH,33,605589,PCB概念;光刻胶;先进封装;OLED;存储芯片;6G概念;丙烯酸;芯片概念;超级电容;石墨烯;固态电池;3D打印;代糖概念;锂电池概念;新能源汽车;硅能源;钠离子电池;高端装备;军工;储能;商业航天;核电;风电;大飞机;高铁;绿色电力;合成生物;建筑节能;CRO概念;创新药;光伏建筑一体化;沪股通;融资融券,17
920392.BJ,3,920392,融资融券;一带一路;股权转让(并购重组),151
920001.BJ,6,920001,国企改革;专精特新;融资融券;虚拟现实;OLED;AI眼镜,151
002021.SZ,6,002021,智能物流;高端装备;一带一路;机器人概念;物联网;股权转让(并购重组),33
600098.SH,16,600098,煤炭概念;超超临界发电;可燃冰;天然气;绿色电力;抽水蓄能;氢能源;风电;国企改革;广东自贸区;储能;充电桩;回购增持再贷款概念;融资融券;粤港澳大湾区;沪股通,17
301148.SZ,8,301148,海峡两岸;核污染防治;专精特新;福建自贸区;核电;新型城镇化;污水处理;融资融券,33
301187.SZ,11,301187,冰雪产业;养老概念;跨境电商;家用电器;创投;人民币贬值受益;一带一路;机器人概念;智能穿戴;深股通;融资融券,33
600681.SH,7,600681,天然气;氢能源;京津冀一体化;机器人概念;人形机器人;沪股通;融资融券,17
301176.SZ,5,301176,PCB概念;汽车电子;MiniLED;锂电池概念;融资融券,33
603090.SH,15,603090,液冷服务器;数据中心;2025年报预增;新能源汽车;锂电池概念;储能;人民币贬值受益;牙科医疗;农机;数据要素;氢能源;风电;碳中和;乡村振兴;煤化工概念,17
000927.SZ,14,000927,统一大市场;水泥概念;高铁;中俄贸易概念;冷链物流;国企改革;央企国企改革;一带一路;智能物流;充电桩;人工智能;中字头股票;融资融券;深股通,33
600976.SH,6,600976,医药电商;创新药;流感;融资融券;三胎概念;沪股通,17
688355.SH,19,688355,专精特新;3D打印;新型工业化;工业母机;机器人概念;大飞机;商业航天;汽车热管理;高端装备;长安汽车概念;高铁;新能源汽车;人民币贬值受益;农机;空气能热泵;一带一路;HJT电池;氢能源;融资融券,17
920304.BJ,4,920304,融资融券;光热发电;化肥;储能,151
000975.SZ,10,000975,金属铅;黄金概念;金属锌;小金属概念;回购增持再贷款概念;西部大开发;国企改革;2026一季报预增;深股通;融资融券,33
000506.SZ,9,000506,黄金概念;金属铜;小金属概念;股权转让(并购重组);国企改革;一带一路;人民币贬值受益;深股通;摘帽,33
600784.SH,13,600784,国企改革;参股银行;回购增持再贷款概念;绿色电力;创投;海峡两岸;储能;化债概念(AMC概念);新能源汽车;专精特新;光伏概念;3D打印;消费电子概念,17
920790.BJ,15,920790,AI应用;数据要素;人民币贬值受益;水利;电力物联网;手机游戏;智慧城市;互联网金融;数字乡村;车联网(车路协同);云办公;融资融券;储能;DeepSeek概念;乡村振兴,151
600132.SH,6,600132,啤酒概念;高股息精选;西部大开发;融资融券;粤港澳大湾区;沪股通,17
002937.SZ,17,002937,液冷服务器;5G;毫米波雷达;汽车电子;消费电子概念;PEEK材料;新能源汽车;无人驾驶;特斯拉概念;虚拟现实;宁德时代概念;工业互联网;人民币贬值受益;智能家居;一带一路;深股通;融资融券,33
300772.SZ,12,300772,绿色电力;风电;氢能源;碳中和;国企改革;海工装备;储能;东数西算(算力);DeepSeek概念;云计算;融资融券;深股通,33
603123.SH,20,603123,数字货币;跨境支付(CIPS);移动支付;无人零售;物业管理;数字经济;数据要素;旅游概念;AI智能体;京津冀一体化;阿里巴巴概念;腾讯概念;国企改革;人工智能;无人驾驶;芯片概念;汽车芯片;AI应用;沪股通;融资融券,17
920957.BJ,4,920957,一带一路;粤港澳大湾区;专精特新;融资融券,151
920402.BJ,7,920402,融资融券;碳中和;国企改革;氢能源;光伏概念;硅能源;芯片概念,151
300592.SZ,17,300592,华为盘古;AIGC概念;ChatGPT概念;AI智能体;元宇宙;虚拟现实;人工智能;无人机;华为概念;跨境电商;智能穿戴;消费电子概念;家用电器;人民币贬值受益;AI应用;股权转让(并购重组);深股通,33
000790.SZ,12,000790,流感;医药电商;合成生物;创新药;医美概念;装配式建筑;眼科医疗;医疗器械概念;西部大开发;氟化工概念;锂电池概念;融资融券,33
920454.BJ,4,920454,专精特新;融资融券;机器人概念;中俄贸易概念,151
002861.SZ,16,002861,消费电子概念;苹果概念;AI眼镜;无线耳机;小米概念;富士康概念;无线充电;人民币贬值受益;智能音箱;智能穿戴;星闪概念;比亚迪概念;虚拟现实;人工智能;元宇宙;医疗器械概念,33
002694.SZ,6,002694,地下管网;新型城镇化;体育产业;旅游概念;水利;空气能热泵,33
002485.SZ,3,002485,特色小镇;旅游概念;ST板块,33
603309.SH,2,603309,医疗器械概念;人民币贬值受益,17
600508.SH,9,600508,煤炭概念;超超临界发电;绿色电力;国企改革;央企国企改革;虚拟电厂;储能;沪股通;融资融券,17
002832.SZ,4,002832,网红经济;体育产业;融资融券;深股通,33
002457.SZ,9,002457,地下管网;新型城镇化;水利;风电;乡村振兴;参股银行;西部大开发;新疆振兴;京津冀一体化,33
603162.SH,6,603162,航运概念;统一大市场;福建自贸区;海峡两岸;人民币贬值受益;沪股通,17
002263.SZ,12,002263,石墨烯;共同富裕示范区;国企改革;特高压;PET铜箔;军工;新能源汽车;柔性直流输电;比亚迪概念;光伏概念;深股通;融资融券,33
301090.SZ,7,301090,回购增持再贷款概念;国企改革;风电;央企国企改革;3D打印;融资融券;深股通,33
920000.BJ,5,920000,海峡两岸;融资融券;人民币贬值受益;新能源汽车;专精特新,151
688486.SH,6,688486,汽车芯片;芯片概念;英伟达概念;无人机;沪股通;融资融券,17
600259.SH,11,600259,稀土永磁;金属铜;小金属概念;2026一季报预增;央企国企改革;海南自贸区;国企改革;粤港澳大湾区;融资融券;中字头股票;沪股通,17
300446.SZ,24,300446,军民融合;军工;海工装备;高端装备;无人驾驶;机器视觉;芯片概念;高铁;智能座舱;华为概念;小米概念;小米汽车;华为汽车;比亚迪概念;专精特新;新能源汽车;长安汽车概念;PCB概念;央企国企改革;光刻胶;国企改革;民爆概念;页岩气;深股通,33
000633.SZ,3,000633,西部大开发;核电;新疆振兴,33
920061.BJ,7,920061,机器人概念;融资融券;宁德时代概念;专精特新;固态电池;稀土永磁;锂电池概念,151
000619.SZ,9,000619,建筑节能;新型城镇化;光伏建筑一体化;国企改革;一带一路;智能家居;数字经济;工业互联网;光伏概念,33
002222.SZ,9,002222,光纤概念;无人驾驶;海峡两岸;华为概念;虚拟现实;福建自贸区;国企改革;深股通;融资融券,33
603459.SH,25,603459,注册制次新股;机器人概念;锂电池概念;华为概念;一带一路;无人驾驶;小米概念;东数西算(算力);智能座舱;比亚迪概念;商业航天;卫星导航;智能穿戴;芯片概念;华为手机;汽车电子;MiniLED;消费电子概念;存储芯片;富士康概念;PCB概念;共封装光学(CPO);虚拟现实;新股与次新股;融资融券,17
600688.SH,9,600688,航运概念;碳交易;氢能源;央企国企改革;国企改革;沪股通;融资融券;燃料电池;碳纤维,17
300040.SZ,18,300040,生物质能发电;抽水蓄能;虚拟电厂;绿色电力;光伏建筑一体化;智能电网;风电;充电桩;储能;碳中和;光伏概念;垃圾分类;高压快充;黑龙江自贸区;雄安新区;数据中心;高铁;华为概念,33
603053.SH,7,603053,天然气;西部大开发;氢能源;国企改革;碳中和;充电桩;沪股通,17
002648.SZ,12,002648,环氧丙烷;煤化工概念;丙烯酸;POE胶膜;氢能源;锂电池概念;燃料电池;长三角一体化;三胎概念;互联网金融;融资融券;深股通,33
603041.SH,3,603041,建筑节能;有机硅概念;专精特新,17
603558.SH,7,603558,足球概念;冰雪产业;体育产业;高股息精选;绿色电力;光伏建筑一体化;人民币贬值受益,17
601018.SH,7,601018,同花顺中特估100;证金持股;航运概念;自由贸易港;国企改革;沪股通;融资融券,17
002910.SZ,7,002910,乳业;网红经济;生态农业;乡村振兴;宠物经济;西部大开发;国企改革,33
002950.SZ,7,002950,医药电商;医美概念;三胎概念;医疗器械概念;人民币贬值受益;回购增持再贷款概念;深股通,33
300135.SZ,10,300135,俄乌冲突概念;新疆振兴;中俄贸易概念;国企改革;一带一路;雅下水电概念;高铁;低空经济;芯片概念;股权转让(并购重组),33
300049.SZ,12,300049,家庭医生;AI应用;智能医疗;医疗器械概念;三胎概念;肝炎概念;医药电商;人民币贬值受益;参股保险;西部大开发;深股通;融资融券,33
920471.BJ,7,920471,NMN概念;基因测序;京津冀一体化;可降解塑料;环氧丙烷;融资融券;合成生物,151
600770.SH,15,600770,汽车芯片;芯片概念;语音技术;数据安全;碳纤维;2025年报预增;人工智能;创投;跨境电商;网络游戏;手机游戏;绿色电力;融资融券;股权转让(并购重组);沪股通,17
002267.SZ,7,002267,天然气;证金持股;地下管网;西部大开发;国企改革;深股通;融资融券,33
603211.SH,11,603211,卫星导航;毫米波雷达;特斯拉概念;无人驾驶;比亚迪概念;机器人概念;新能源汽车;专精特新;长三角一体化;智能家居;沪股通,17
603900.SH,3,603900,黄金概念;IP经济(谷子经济);股权转让(并购重组),17
688189.SH,6,688189,流感;创新药;仿制药一致性评价;数字经济;国企改革;融资融券,17
000888.SZ,12,000888,冰雪产业;旅游概念;啤酒概念;体育产业;IP经济(谷子经济);NFT概念;国企改革;西部大开发;智慧政务;低空经济;融资融券;深股通,33
002110.SZ,8,002110,特钢概念;国企改革;旅游概念;核电;海峡两岸;数据中心;深股通;融资融券,33
688429.SH,6,688429,BC电池;TOPCON电池;HJT电池;光伏概念;沪股通;融资融券,17
600525.SH,20,600525,特高压;智能电网;虚拟电厂;光伏概念;充电桩;储能;PCB概念;芯片概念;ST板块;富士康概念;MR(混合现实);消费电子概念;锂电池概念;宁德时代概念;华为概念;新能源汽车;比亚迪概念;新型工业化;粤港澳大湾区;医疗器械概念,22
601518.SH,3,601518,高股息精选;国企改革;沪股通,17
600593.SH,9,600593,冰雪产业;露营经济;IP经济(谷子经济);旅游概念;体育产业;元宇宙;国企改革;参股银行;股权转让(并购重组),17
300422.SZ,16,300422,医疗废物处理;土壤修复;净水概念;污水处理;垃圾分类;PPP概念;雄安新区;固废处理;碳中和;消毒剂;食品安全;西部大开发;国企改革;动力电池回收;无人驾驶;天然气,33
300080.SZ,13,300080,石墨电极;TOPCON电池;煤化工概念;钒电池;绿色电力;储能;锂电池概念;石墨烯;国企改革;宁德时代概念;股权转让(并购重组);融资融券;深股通,33
002587.SZ,37,002587,MiniLED;足球概念;MicroLED概念;智慧灯杆;柔性屏(折叠屏);虚拟现实;体育产业;物联网;人脸识别;MR(混合现实);粤港澳大湾区;智慧城市;华为概念;5G;消费电子概念;语音技术;机器人概念;元宇宙;专精特新;抖音概念(字节概念);人工智能;数字经济;在线教育;腾讯概念;区块链;信创;智慧政务;苹果概念;互联网金融;虚拟数字人;AIGC概念;华为鲲鹏;广东自贸区;旅游概念;英伟达概念;ChatGPT概念;AI应用,33
600261.SH,5,600261,智能家居;人民币贬值受益;氢能源;证金持股;融资融券,17
600996.SH,17,600996,算力租赁;云计算;文化传媒概念;数字乡村;DeepSeek概念;人工智能;智能医疗;物联网;旅游概念;华为概念;数据中心;5G;智能家居;西部大开发;国企改革;沪股通;融资融券,17
603117.SH,3,603117,统一大市场;自由贸易港;航运概念,17
688251.SH,12,688251,数字孪生;物联网;人工智能;专精特新;机器人概念;人形机器人;智能物流;新型工业化;无人驾驶;新能源汽车;比亚迪概念;融资融券,17
603227.SH,11,603227,化肥;民爆概念;天然气;新疆振兴;国企改革;西部大开发;人工智能;无人驾驶;华为概念;沪股通;融资融券,17
600938.SH,14,600938,页岩气;天然气;同花顺中特估100;高股息精选;碳交易;绿色电力;央企国企改革;国企改革;风电;同花顺出海50;海工装备;沪股通;中字头股票;融资融券,17
600165.SH,4,600165,ST板块;参股银行;合成生物;西部大开发,22
002847.SZ,2,002847,融资融券;深股通,33
601975.SH,7,601975,航运概念;央企国企改革;国企改革;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,17
300368.SZ,16,300368,互联网金融;无人零售;信创;云计算;智慧城市;京津冀一体化;雄安新区;算力租赁;华为概念;风电;机器人概念;数据中心;国企改革;股权转让(并购重组);深股通;摘帽,33
688127.SH,14,688127,光刻机;共封装光学(CPO);同花顺果指数;苹果概念;芯片概念;消费电子概念;5G;智能穿戴;华为概念;2025年报预增;人民币贬值受益;一带一路;沪股通;融资融券,17
003022.SZ,14,003022,煤化工概念;POE胶膜;钠离子电池;环氧丙烷;可降解塑料;固态电池;锂电池概念;HJT电池;光伏概念;光刻胶;PEEK材料;芯片概念;融资融券;深股通,33
002196.SZ,12,002196,人形机器人;特斯拉概念;新能源汽车;汽车电子;机器人概念;家用电器;无人机;航空发动机;低空经济;共同富裕示范区;一带一路;国企改革,33
002645.SZ,13,002645,稀土永磁;金属钴;金属铜;金属回收;消费电子概念;汽车拆解概念;新能源汽车;固废处理;机器人概念;高端装备;垃圾分类;深股通;融资融券,33
002422.SZ,12,002422,创新药;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;医药电商;流感;毛发医疗;合成生物;医疗器械概念;西部大开发;深股通;融资融券,33
603176.SH,6,603176,新型城镇化;乡村振兴;雄安新区;PPP概念;水利;京津冀一体化,17
603789.SH,10,603789,数据要素;生态农业;ST板块;乡村振兴;共同富裕示范区;无人驾驶;农机;机器人概念;无人机;新疆振兴,22
