所属概念,market_code,股票代码,所属概念数量,code
乡村振兴;西部大开发,33,001231.SZ,2,001231
宁德时代概念;锂电池概念;储能;比亚迪概念;军工;小米汽车;人形机器人;盐湖提锂;减速器;新能源汽车;汽车热管理;长安汽车概念;机器人概念;低空经济;毫米波雷达;小米概念;华为汽车;磷化工;华为概念;西部大开发;深股通;股权转让(并购重组);融资融券,33,300432.SZ,23,300432
小红书概念;快手概念;短剧游戏;虚拟数字人;Web3.0;网红经济;NFT概念;文化传媒概念;抖音概念(字节概念);数据要素;广东自贸区;数字经济;人工智能;跨境电商;虚拟现实;AI应用;粤港澳大湾区;乡村振兴;深股通;融资融券,33,002291.SZ,20,002291
创新药;仿制药一致性评价;肝炎概念;医药电商;流感;幽门螺杆菌概念;维生素;CRO概念;回购增持再贷款概念;深股通,33,300705.SZ,10,300705
ST板块;流感;幽门螺杆菌概念;减肥药;职业教育;西部大开发;一带一路;水泥概念,33,002742.SZ,8,002742
新型城镇化;土壤修复;食品安全;家用电器;高铁;碳中和;水利;一带一路;房屋检测;数字孪生;传感器;智慧城市;光伏概念;芯片概念;特斯拉概念;融资融券,33,301115.SZ,16,301115
金属回收;光伏概念;绿色电力;风电;飞行汽车(eVTOL);新能源汽车;低空经济;专精特新;人形机器人,33,003038.SZ,9,003038
固态电池;钙钛矿电池;宁德时代概念;锂电池概念;专精特新;机器视觉;MR(混合现实);富士康概念;无线充电;苹果概念;华为概念;华为手机;消费电子概念;芯片概念;智能穿戴;人工智能;东数西算(算力);AI眼镜;腾讯概念;融资融券,33,301360.SZ,20,301360
数字水印;Web3.0;空间计算;数据确权;智慧政务;AIGC概念;ChatGPT概念;虚拟数字人;在线教育;算力租赁;短剧游戏;数字乡村;元宇宙;AI智能体;数据安全;文化传媒概念;网络游戏;区块链;IP经济(谷子经济);量子科技;东数西算(算力);虚拟现实;数字经济;MR(混合现实);人工智能;海峡两岸;华为概念;京津冀一体化;三胎概念;机器人概念;乡村振兴;AI应用;融资融券,33,300081.SZ,33,300081
固态电池;钠离子电池;储能;专精特新;富士康概念;消费电子概念;小米概念;华为概念;人民币贬值受益;PCB概念;深股通,33,002866.SZ,11,002866
3D打印;专精特新;可降解塑料;国企改革;融资融券,17,688203.SH,5,688203
注册制次新股;参股银行;农机;新股与次新股;融资融券,33,001325.SZ,5,001325
国企改革;大豆;参股银行;参股保险;期货概念;汽车拆解概念;医美概念;统一大市场;一带一路;养老概念;化债概念(AMC概念);辅助生殖;共同富裕示范区;小金属概念;跨境电商;DeepSeek概念;脑机接口;储能;机器人概念;小米汽车;沪股通;融资融券,17,600704.SH,22,600704
文化传媒概念;托育服务;在线教育;数字经济;人工智能;创投;参股券商;国企改革;AI应用;沪股通;融资融券,17,600551.SH,11,600551
地下管网;水利;粤港澳大湾区;石墨烯,33,300599.SZ,4,300599
脑机接口;传感器;智能家居;人民币贬值受益;人工智能;鸿蒙概念;养老概念;三胎概念;AI智能体;沪股通,17,603610.SH,10,603610
期货概念;国企改革;西部大开发;深股通;融资融券,33,002673.SZ,5,002673
短剧游戏;AIGC概念;虚拟数字人;文化传媒概念;智慧政务;百度概念;国资云;DeepSeek概念;人工智能;西部大开发;国企改革;融资融券,33,300987.SZ,12,300987
预制菜;人造肉;宠物经济;网红经济;跨境电商;国企改革;合成生物;化肥;一带一路;绿色电力;回购增持再贷款概念;深股通;融资融券,33,002481.SZ,13,002481
免税店;福建自贸区;海峡两岸;物业管理;旅游概念;冷链物流;统一大市场;跨境电商;IP经济(谷子经济);数字经济;阿里巴巴概念;沪股通,17,600693.SH,12,600693
ST板块;工业大麻;污水处理;医疗器械概念;土壤修复;食品安全;专精特新;锂电池概念;华为概念,33,300165.SZ,9,300165
AI应用;人工智能;AI智能体;东数西算(算力);专精特新;跨境电商;量子科技;英伟达概念;储能;融资融券,33,301077.SZ,10,301077
海峡两岸;三胎概念;融资融券,33,300955.SZ,3,300955
ST板块;东数西算(算力);数字经济;股权转让(并购重组),22,600193.SH,4,600193
猴痘概念;生物疫苗;创新药;AIGC概念;沪股通;融资融券,17,688180.SH,6,688180
国产操作系统;信创;商业航天;鸿蒙概念;百度概念;东数西算(算力);MCU芯片;汽车芯片;DeepSeek概念;芯片概念;机器人概念;沪股通;融资融券,17,688047.SH,13,688047
冰雪产业;IP经济(谷子经济);文化传媒概念;旅游概念;露营经济;体育产业;特色小镇;国企改革;参股券商,33,002159.SZ,9,002159
雄安新区;污水处理;乡村振兴;ST板块;东数西算(算力);股权转让(并购重组),22,605081.SH,6,605081
中俄贸易概念;光伏概念;共同富裕示范区;芯片概念,17,603948.SH,4,603948
ST板块;西部大开发,33,000691.SZ,2,000691
煤化工概念;固废处理;国企改革;沪股通,17,600746.SH,4,600746
商业航天;军工信息化;卫星导航;军工;低空经济;毫米波雷达;5G;人工智能;融资融券,17,688682.SH,9,688682
免税店;证金持股;沪股通;融资融券,17,600694.SH,4,600694
光伏概念;第三代半导体;碳纤维;飞行汽车(eVTOL);固态电池;比亚迪概念;人形机器人;小米汽车;新能源汽车;锂电池概念;低空经济;专精特新;氢能源;钠离子电池;小米概念;沪股通;融资融券,17,688598.SH,17,688598
智能穿戴;专精特新;锂电池概念;融资融券;回购增持再贷款概念;人形机器人;钠离子电池;无人机;固态电池;西部大开发;国企改革;储能,151,920239.BJ,12,920239
小金属概念;冷链物流;金属铅;金属铜;金属锌;参股银行;国企改革;参股保险;参股券商;创投;数字经济;融资融券,33,000850.SZ,12,000850
商业航天;风电;高铁;创投;2025年报预增;比亚迪概念;深股通;融资融券,33,002201.SZ,8,002201
机器人概念;工业互联网;新能源汽车;3D打印;光伏概念;DeepSeek概念;绿色电力;沪股通,17,603112.SH,8,603112
机器人概念;托育服务;一带一路;创投;长三角一体化;数字经济;绿色电力;光伏建筑一体化;深股通;融资融券,33,002067.SZ,10,002067
宠物经济;三胎概念;网红经济;人民币贬值受益,17,603238.SH,4,603238
飞行汽车(eVTOL);低空经济;专精特新;新能源汽车;商业航天;比亚迪概念;融资融券,33,301539.SZ,7,301539
眼科医疗;毛发医疗;创新药;医药电商;合成生物;减肥药;医疗器械概念;深股通;融资融券,33,301263.SZ,9,301263
第三代半导体;芯片概念;机器人概念;免税店;乡村振兴;NMN概念;农村电商;跨境电商;参股银行;互联网金融;证金持股;深股通;融资融券;股权转让(并购重组),33,002277.SZ,14,002277
2025年报预增;人工智能;AI智能体;鸿蒙概念;融资融券;卫星导航;时空大数据;数字乡村;数据要素;空间计算;互联网保险;互联网金融;数据确权;数字经济;乡村振兴;DeepSeek概念,151,920184.BJ,16,920184
减速器;机器人概念;长三角一体化;共同富裕示范区,17,605055.SH,4,605055
煤炭概念;煤化工概念;石墨电极;石墨烯;氢能源;碳中和;黑龙江自贸区;锂电池概念;消费电子概念;AI眼镜;沪股通;融资融券,17,601011.SH,12,601011
文化传媒概念;在线教育;虚拟数字人;数据要素;区块链;NFT概念;IP经济(谷子经济);数字经济;AI智能体;腾讯概念;网红经济;DeepSeek概念;AIGC概念;旅游概念;百度概念;元宇宙;人工智能;抖音概念(字节概念);Web3.0;小红书概念;Sora概念(文生视频);创投;华为概念;国企改革;数据中心;ST板块;机器人概念;农村电商;AI应用;免税店;人形机器人,22,603825.SH,31,603825
污水处理;融资融券,17,688448.SH,2,688448
ST板块;建筑节能;新型城镇化;充电桩;装配式建筑;粤港澳大湾区;储能;横琴新区;创投;智慧城市;互联网金融;智能电网;人工智能;绿色电力;养老概念;国企改革,33,002789.SZ,16,002789
钠离子电池;固态电池;锂电池概念;宁德时代概念;石墨电极;石墨烯;储能;硅能源;比亚迪概念;特斯拉概念;新能源汽车;融资融券,33,300890.SZ,12,300890
ST板块;污水处理;国企改革;细胞免疫治疗;CRO概念;股权转让(并购重组);动力电池回收;锂电池概念;智慧灯杆,33,000504.SZ,9,000504
猪肉;绿色电力;粤港澳大湾区,33,001201.SZ,3,001201
PCB概念;5G;消费电子概念;毫米波雷达;华为概念;专精特新;芯片概念;无人驾驶;储能;卫星导航;融资融券,33,300936.SZ,11,300936
专精特新;数据中心;换电概念;东数西算(算力);华为概念;网络安全;人工智能;信创;国产操作系统;数据安全;DeepSeek概念;云计算;百度概念;AI智能体;沪股通;融资融券,17,688168.SH,16,688168
文化传媒概念;NFT概念;IP经济(谷子经济);虚拟数字人;知识产权保护;AIGC概念;数据确权;职业教育;元宇宙;区块链;体育产业;百度概念;AI应用;DeepSeek概念;独角兽概念;数字经济;人工智能;西部大开发;国企改革;华为概念;沪股通,17,601811.SH,21,601811
跨境电商,33,000679.SZ,1,000679
化债概念(AMC概念);参股券商;信创;职业教育;国企改革;人工智能;DeepSeek概念;创投;物业管理;在线教育;融资融券;AI应用;沪股通;股权转让(并购重组),17,600730.SH,14,600730
光伏概念;专精特新;比亚迪概念;POE胶膜;消费电子概念;华为概念;股权转让(并购重组);融资融券,17,603330.SH,8,603330
可控核聚变;核电;海工装备;高端装备;抽水蓄能;超超临界发电;工业母机;风电;氢能源;水利;央企国企改革;新型工业化;储能;西部大开发;一带一路;创投;国企改革;固废处理;乡村振兴;沪股通;融资融券,17,601399.SH,21,601399
环氧丙烷;人民币贬值受益;回购增持再贷款概念;专精特新;沪股通;融资融券,17,688267.SH,6,688267
PVDF概念;氟化工概念;2025三季报预增;环氧丙烷;液冷服务器;2025年报预增;一带一路;共同富裕示范区;智能物流;沪股通;融资融券,17,605020.SH,11,605020
军工信息化;太赫兹;卫星导航;6G概念;商业航天;军民融合;车联网(车路协同);军工;毫米波雷达;华为概念;5G;物联网;无人驾驶;芯片概念;汽车电子;粤港澳大湾区;回购增持再贷款概念;智能电网;深股通;融资融券,33,002446.SZ,20,002446
卫星导航;商业航天;军工;智慧政务;华为欧拉;华为昇腾;国产操作系统;智慧城市;数字乡村;华为鲲鹏;网络安全;信创;数据安全;MLOps概念;数字经济;数据要素;云计算;华为盘古;AI智能体;人工智能;东数西算(算力);DeepSeek概念;物联网;阿里巴巴概念;智谱AI;华为概念;AIGC概念;5G;电力物联网;西部大开发;华为数字能源;智能电网;碳交易;ST板块;特高压;AI应用,33,300366.SZ,36,300366
智能电网;高压快充;福建自贸区;光伏概念;储能;绿色电力;充电桩;锂电池概念;海峡两岸;高铁;宁德时代概念;一带一路;新能源汽车;机器人概念;股权转让(并购重组),33,300062.SZ,15,300062
医疗器械概念;智能医疗;宠物经济;中俄贸易概念;融资融券;深股通,33,300633.SZ,6,300633
免税店;预制菜;物业管理;冰雪产业;网红经济;露营经济;参股银行;跨境电商;白酒概念;国企改革;IP经济(谷子经济);创投;一带一路;低空经济;数字经济;文化传媒概念;人工智能;电子竞技;黄金概念;深股通;融资融券,33,000501.SZ,21,000501
回购增持再贷款概念;专精特新;新能源汽车;比亚迪概念;融资融券,33,301395.SZ,5,301395
抖音概念(字节概念);腾讯概念;快手概念;拼多多概念;阿里巴巴概念;华为概念;小红书概念;文化传媒概念;短剧游戏;深股通;股权转让(并购重组);融资融券,33,300959.SZ,12,300959
减速器;人形机器人;一体化压铸;新能源汽车;机器人概念;农机;比亚迪概念;高端装备;储能;工业互联网;回购增持再贷款概念;虚拟电厂;碳中和;绿色电力;碳交易;深股通;融资融券,33,002434.SZ,17,002434
华为鲲鹏;信创;数据安全;云计算;数据要素;鸿蒙概念;抖音概念(字节概念);百度概念;互联网金融;阿里巴巴概念;腾讯概念;数字经济;东数西算(算力);DeepSeek概念;人工智能;华为概念;工业互联网;数据中心;AI应用;融资融券,17,688229.SH,20,688229
动物疫苗;禽流感;合成生物;宠物经济;消毒剂;天津自贸区;回购增持再贷款概念;京津冀一体化;AI应用;深股通,33,300119.SZ,10,300119
地下管网;新型城镇化;PPP概念;超超临界发电;水利;风电;高端装备;核电,33,002671.SZ,8,002671
抽水蓄能;虚拟电厂;绿色电力;储能;钠离子电池;央企国企改革;西部大开发;国企改革;DeepSeek概念;沪股通;融资融券,17,600995.SH,11,600995
三胎概念;宠物经济;养老概念;共同富裕示范区;沪股通,17,605009.SH,5,605009
钙钛矿电池;光伏概念;固态电池;锂电池概念;宁德时代概念;OLED;储能;比亚迪概念;燃料电池;氢能源;专精特新;先进封装;消费电子概念;芯片概念;传感器;机器人概念;粤港澳大湾区;物联网;深股通;融资融券,33,301325.SZ,20,301325
民营医院;毛发医疗;医美概念;三胎概念;养老概念;高压氧舱;冷链物流;国企改革;股权转让(并购重组),33,002172.SZ,9,002172
煤炭概念;国企改革;机器人概念;工业互联网;安防;DeepSeek概念;东数西算(算力);数据要素;信创;沪股通;融资融券,17,600121.SH,11,600121
MicroLED概念;钙钛矿电池;柔性屏(折叠屏);光刻机;商业航天;先进封装;卫星导航;MiniLED;OLED;6G概念;汽车电子;消费电子概念;PET铜箔;芯片概念;智能穿戴;存储芯片;小米概念;共封装光学(CPO);华为概念;沪股通,17,603773.SH,20,603773
福建自贸区;海峡两岸;核污染防治;新型城镇化;核电;污水处理;专精特新;融资融券,33,301148.SZ,8,301148
2025年报预增;云游戏;东数西算(算力);信创;芯片概念;人工智能;智能医疗;DeepSeek概念;2025三季报预增;文化传媒概念;智能物流;家用电器;深股通,33,002290.SZ,13,002290
生物疫苗;肝炎概念;流感;创新药;合成生物;深股通;融资融券,33,300601.SZ,7,300601
